STOP_NO,STOP_AREA,CODE,NAME,F_NODE,LINK_NO,INDEX
1113,1852,1113,주안아파트,1852,3361,3
1114,7765,1114,검단초등학교,1521,4007,1
1116,2173,1116,논현3단지하늘마을305동,2220,2752,1
1117,5963,1117,부평역사박물관,2515,6403,1
1118,4549,1118,인천수산물센터,716,4058,1
1119,1360,1119,마전지구3,1360,1187,1
1120,8458,1120,송도컨벤시아,1193,1550,1
1121,6262,1121,미추홀공원,1104,6853,1
1122,3976,1122,송도컨벤시아,3976,7981,1
1123,2442,1123,갈산주공1단지105동,2453,1479,2
1124,4177,1124,굴포천역(롯데마트),4177,8182,1
1125,8183,1125,한국아파트,2442,2907,1
1126,7961,1126,귤현차량기지(센트레빌3단지),2692,1989,1
1127,4772,1127,해수워터피아,4772,8777,1
1128,8439,1128,웰카운티,1195,2110,1
1129,1151,1129,웰카운티,1151,2710,1
1130,3714,1130,삼산월드체육관(삼산주공6단지),2579,1921,1
1131,8523,1131,풍물시장,692,7020,1
1132,6559,1132,신설동(3거리),100,394,1
1133,4426,1133,원적산터널서측,4426,8431,1
1134,245,1134,삼목선착장,244,5026,2
1135,6188,1135,건일아파트,359,6744,1
1136,9202,1136,새마을금고,2256,4747,1
1137,6338,1137,서인천고등학교,6338,10343,1
1138,7636,1138,도림주철관공업(주),3656,7661,2
1139,7885,1139,서구영어마을,3455,7460,2
1140,1954,1140,인명여자고등학교,1966,5657,2
1141,9258,1141,송내역,2808,5141,3
1142,1025,1142,용현초등학교입구,1011,5685,1
1143,8533,1143,토지금고,1011,2047,1
1144,5983,1144,엑슬루타워,5983,9988,1
1145,4612,1145,만수1동행정복지센터,2476,4172,2
1146,9084,1146,아주아파트,6098,10103,2
1147,2205,1147,간석시장,4641,8646,1
1148,8415,1148,영흥수협공판장입구,438,6580,1
1149,1169,1149,안동포교회,1169,6660,1
1150,5125,1150,시청광장입구,2059,5105,1
1151,2401,1151,태화아파트,2401,1913,1
1152,4711,1152,입구지,79,4367,1
1153,888,1153,신선초등학교앞,888,7,1
1154,1999,1154,간석4동새마을금고,1938,2073,1
1155,8276,1155,인천보건고등학교,1692,1899,2
1156,4566,1156,논현주공1단지,4566,8571,1
1157,6376,1157,인명여자고등학교,6376,10381,1
1158,5713,1158,신촌초등학교,5713,9718,1
1159,1872,1159,디에스솔텍,1813,6041,1
1160,8266,1160,신현북초등학교,1449,4049,2
1161,1698,1161,롯데우람아파트,1698,3820,1
1162,1792,1162,현대자동차서비스,1792,7026,1
1163,1849,1163,범양아파트(종점),1849,423,1
1164,2759,1164,태평아파트입구,2759,4300,1
1165,2744,1165,장수동,2744,4069,1
1166,2118,1166,구월중학교,4741,8746,1
1167,2516,1167,뉴서울아파트,2573,1938,1
1168,9167,1168,올리브백화점,2206,5952,2
1169,9195,1169,부평삼거리역,2142,4119,1
1170,1646,1170,한양아파트2차,1646,1416,1
1171,8370,1171,부흥오거리(부흥아파트),2427,3832,1
1172,5087,1172,동일방직,790,5048,1
1173,5421,1173,동아풍림아파트,5421,9426,1
1174,1254,1174,송림4동행정복지센터,1254,5049,1
1175,3573,1175,건지사거리,3573,7578,1
1176,1788,1176,건지사거리,1791,424,1
1177,8928,1177,인화여고,5661,9666,2
1178,8927,1178,인화여고,1247,5766,1
1179,7693,1179,롯데캐슬,1204,1213,1
1180,1204,1180,휴먼시아후문,1108,916,1
1181,7111,1181,강화장례식장,375,4813,1
1182,1120,1182,센트럴공원,1120,1025,1
1183,5607,1183,포스코타워앤쉐라톤호텔,5607,9612,1
1184,4904,1184,송도2동주민센터,1052,4710,1
1185,4094,1185,송도2동주민센터,1063,3082,1
1186,3008,1186,김포공항롯데몰,3015,5220,1
1187,851,1187,반도유보라,889,3396,2
1188,4220,1188,반도유보라,851,3397,1
1189,7664,1189,린스트리우스,1204,6468,2
1190,7665,1190,제일풍경채,1218,4850,1
1191,7694,1191,롯데캐슬,6009,10014,2
1192,6011,1192,중흥S클래스,6011,10016,1
1193,7695,1193,풍림엑슬루타워,1204,6468,1
1194,7663,1194,청라센트럴에일린의뜰,1209,6469,1
1195,1286,1195,엑슬루타워,1286,2620,1
1196,7686,1196,레이크파크,1051,71,2
1197,7653,1197,대우푸르지오,1051,71,1
1198,7654,1198,남광하우스토리,3522,7527,1
1199,1108,1199,동양엔파트,3524,7529,1
1200,7687,1200,한일베라체,1050,1212,1
1201,7699,1201,중흥S클래스1차,1282,3703,1
1202,1282,1202,중흥S클래스1차,4358,8363,1
1203,9165,1203,올리브백화점,2112,2591,1
1204,4134,1204,올리브백화점,2121,3189,2
1205,2398,1205,다남식당,2398,716,1
1206,5843,1206,다남식당,5843,9848,1
1207,6599,1207,스타파이브입구,196,3571,1
1208,196,1208,스타파이브입구,4617,8622,1
1209,8420,1209,대부동주민센터,679,143,1
1210,683,1210,대부동주민센터,683,5598,1
1211,1109,1211,제일풍경채2차321동앞,1106,928,1
1212,5686,1212,호반베르디움,1007,6005,1
1213,1049,1213,한화꿈에그린,1051,5198,1
1214,5820,1214,청라우미린,864,6199,1
1215,1007,1215,호반베르디움,1056,6004,1
1216,7688,1216,한일베라체,1108,915,2
1217,817,1217,자이더테라스2단지,5191,9196,1
1218,1868,1218,세원에너지충전소,1868,253,1
1219,8139,1219,나비공원,1909,7291,1
1220,8668,1220,에코메트로6단지,2428,4565,1
1221,3968,1221,드무리해변,442,2703,1
1222,6031,1222,기계철제단지,6031,10036,1
1223,1197,1223,송림체육관,1126,6500,2
1224,2425,1224,부대앞,2425,6235,1
1225,5850,1225,부대앞,5850,9855,1
1226,4221,1226,SK뷰아파트,889,3398,1
1227,442,1227,드무리해변,578,2157,3
1228,7683,1228,SK뷰아파트,924,3395,1
1229,1331,1229,호반베르디움3차아파트,1332,4523,1
1230,5576,1230,서해그랑블,1331,5835,1
1231,7060,1231,솔터마을입구,901,3414,1
1232,1105,1232,제일풍경채,1105,6892,1
1233,5685,1233,호반베르디움,5685,9690,1
1234,7656,1234,남광하우스토리,1109,913,1
1235,7721,1235,청라국제도서관,1382,4760,1
1236,7722,1236,청라국제도서관,1383,6460,1
1237,4964,1237,송도푸르지오하버뷰,1039,4836,1
1238,1062,1238,더샵그린워크1단지,1062,93,1
1239,1289,1239,쑥공원,1289,2990,1
1240,4314,1240,쑥공원,4314,8319,1
1241,8808,1241,소래산등산로입구,2882,6754,3
1242,2881,1242,소래산등산로입구,2923,2988,2
1243,9201,1243,부평농장,2289,975,3
1244,4983,1244,강남역,3246,4860,1
1245,4320,1245,인향아파트,1909,3614,1
1246,1909,1246,인향아파트,1905,3613,1
1247,1599,1247,에덴하우스,1599,5193,1
1248,764,1248,송도스포츠센터(LNG야구장),3338,7343,1
1249,2282,1249,부평구청역,2282,4644,1
1250,6623,1250,영종LH아파트입구,475,4551,1
1251,475,1251,영종LH아파트입구,466,345,1
1252,2836,1252,유림골프장,2836,56,1
1253,7944,1253,인혜학교후문(원욱그린타운),2425,5343,1
1254,3378,1254,계양1동주민자치센터,3378,7383,1
1255,4969,1255,더샵그린애비뉴,1175,4841,1
1256,1090,1256,자이하버뷰,1113,2617,1
1257,943,1257,인천대학교공과대학,943,5944,1
1258,3725,1258,인천가톨릭대,3725,7730,1
1259,4797,1259,청광플러스원아파트,2762,4536,1
1260,2774,1260,서창중학교,4797,8802,1
1261,2710,1261,서창2휴먼시아7단지후문,2710,203,1
1262,3324,1262,서창2휴먼시아7단지후문앞,3324,7329,1
1263,8013,1263,계산동수협,5794,9799,1
1264,2047,1264,산곡동입구(롯데마트),2047,1527,1
1265,1073,1265,좌동마을입구,1009,1,2
1266,2123,1266,호구포역,2149,1983,1
1267,7667,1267,청라도,746,4544,1
1268,7630,1268,인천환경공단입구,742,4545,1
1269,4210,1269,허브주유소,552,3371,1
1270,552,1270,허브주유소,589,2690,3
1271,4965,1271,더샵하버뷰14단지,4965,8970,1
1272,8839,1272,청광플러스원아파트,2774,903,1
1273,7828,1273,KT서인천지사,1569,5365,1
1274,1433,1274,인천아시아드주경기장(4번출입구),4231,8236,1
1275,7713,1275,인천아시아드주경기장(4번출입구),1433,437,1
1276,8645,1276,성일산업,1814,954,1
1277,4138,1277,송림오거리,1107,3196,1
1278,8555,1278,송림오거리,1136,1356,1
1279,6653,1279,원성골,4210,8215,1
1280,6661,1280,운남교차로,589,266,1
1281,3334,1281,중촌교차로,3334,7339,1
1282,619,1282,중촌교차로,619,265,2
1283,6662,1283,운남교차로,619,265,3
1284,589,1284,원성골,589,2690,2
1285,8247,1285,현대제철정문,1076,3132,1
1286,8646,1286,성일산업,4154,8159,1
1287,8647,1287,대경화성,1814,954,2
1288,1389,1288,신세계마트,1389,5780,1
1289,8916,1289,수봉각,5537,9542,2
1290,6678,1290,신명스카이뷰,632,3378,1
1291,6677,1291,우미린2단지후문,639,7233,1
1292,6282,1292,신명스카이뷰정문,639,6883,1
1293,6679,1293,신명스카이뷰,651,5035,2
1294,5996,1294,힐스테이트,656,6453,1
1295,656,1295,힐스테이트,650,6452,2
1296,6683,1296,한라비발디,5996,10001,1
1297,6684,1297,한라비발디,650,6452,1
1298,635,1298,우미린1단지후문,630,2691,1
1299,5994,1299,우미린1단지후문,635,6449,1
1300,5998,1300,영종KCC스위첸.한양수자인,5998,10003,1
1301,630,1301,한양수자인,625,1141,1
1302,618,1302,LH7단지,618,4484,1
1303,6634,1303,영종중학교,4662,8667,1
1304,538,1304,영종중학교,538,4263,1
1305,5188,1305,골드클래스,840,5206,1
1306,4083,1306,보르네오가구,2193,3060,1
1307,6534,1307,용현초등학교,1112,7251,1
1308,5092,1308,인평자동차고,5092,9097,1
1309,3787,1309,계양경찰서,2488,2172,1
1310,8096,1310,가정동주유소,1664,3496,2
1311,7394,1311,강화마니산,197,1896,2
1312,2170,1312,대신아파트,2170,1673,1
1313,4857,1313,캠퍼스타운역,4857,8862,1
1314,672,1314,송산입구,670,5039,1
1315,2742,1315,서해그랑블,2719,3537,1
1316,3970,1316,논현2단지범마을,3970,7975,1
1317,8362,1317,도원고개(도원역),1072,4579,1
1318,3512,1318,1차풍림아이원,3512,7517,1
1319,5360,1319,경인방송,5360,9365,1
1320,8974,1320,풍림아파트,1966,5657,1
1321,3984,1321,현대시장,3984,7989,1
1322,8924,1322,제물포역,1328,3070,1
1323,8609,1323,송도유원지(도로교통공단),1226,1418,1
1324,8191,1324,부개주공3단지후문,2529,1577,2
1325,7882,1325,유현사거리,2300,6540,1
1326,8580,1326,숭의초등학교입구,1260,2256,1
1327,8935,1327,인천재능대학교서문,1200,1744,1
1328,8929,1328,상수도사업본부(스마트타운),1247,5766,3
1329,8066,1329,작전풍림아파트,2467,1599,1
1330,8263,1330,사조해표,1390,2997,1
1331,3595,1331,인하대후문,3595,7600,1
1332,1839,1332,석바위,1806,4823,1
1333,5603,1333,옥련고개,5603,9608,1
1334,1326,1334,송도재래시장,1347,2642,1
1335,1634,1335,백석중.고등학교,1634,2436,1
1336,5118,1336,교통연수원,5118,9123,1
1337,1962,1337,남동공단근린공원앞,1962,2974,1
1338,2707,1338,휴먼시아1단지,2704,2263,1
1339,4973,1339,휴먼시아1단지,4973,8978,1
1340,5073,1340,동아금호아파트,1730,5021,1
1341,4581,1341,부평여자고등학교,4581,8586,1
1342,3729,1342,희망천입구,2188,1982,1
1343,2427,1343,나누리병원,2427,1022,1
1344,6211,1344,길상면주민센터,402,6772,1
1345,311,1345,찬우물약수터,326,656,1
1346,7120,1346,세광2차아파트,4953,8958,1
1347,7345,1347,금운교,4019,8024,2
1348,401,1348,전등사남문,401,5491,1
1349,390,1349,보릿고개,390,1612,1
1350,326,1350,세광2차아파트,326,4814,2
1351,7468,1351,보릿고개,5365,9370,1
1352,6368,1352,전등사남문,6368,10373,1
1353,7469,1353,전등사동문,3628,7633,1
1354,3702,1354,금호어울림,3702,7707,1
1355,3602,1355,나룻개입구,3602,7607,1
1356,159,1356,나룻개입구,159,1102,1
1357,2042,1357,산곡동입구,2047,1527,2
1358,2586,1358,삼산주공1단지,2639,1940,2
1359,1104,1359,인천가톨릭대,1104,1969,1
1360,8334,1360,장미아파트(19동)앞,1310,153,1
1361,2540,1361,논현13단지푸르네마을,2493,2296,2
1362,3517,1362,숭의2동행정복지센터,3517,7522,1
1363,7835,1363,우성아파트,1588,3585,1
1364,1561,1364,JS노송병원,1561,2124,1
1365,1958,1365,문학경기장(박태환수영장),1942,6948,1
1366,6536,1366,교통방송사거리,6536,10541,1
1367,2413,1367,문일여자고등학교후문,6198,10203,1
1368,3891,1368,이안송도,1241,2465,1
1369,1241,1369,더프라우,1266,1305,1
1370,5158,1370,생산기술연구원,5158,9163,1
1371,2206,1371,간석2지구대,2206,5952,1
1372,4388,1372,상인천중학교,2275,3763,2
1373,2275,1373,간석4거리,2275,3763,1
1374,8304,1374,다음주택,2206,2074,2
1375,2764,1375,장수사거리,2772,2711,1
1376,8830,1376,임광그대가.서창자이아파트,2782,3738,1
1377,4373,1377,임광그대가.서창자이아파트,2757,3739,1
1378,5910,1378,태평1차아파트,2759,6322,1
1379,2782,1379,태평2차아파트,2782,3736,1
1380,8144,1380,삼산사거리,2453,1479,1
1381,8721,1381,학익사거리,6378,10383,1
1382,8330,1382,학익2동행정복지센터,1438,2885,2
1383,8345,1383,(구)시민회관사거리,1736,565,1
1384,8838,1384,서창센트럴푸르지오,2762,7132,1
1385,7602,1385,공단사거리,1169,6660,4
1386,781,1386,공단사거리,781,7128,1
1387,7705,1387,청라웰카운티223동,1333,4524,1
1388,1379,1388,호반베르디움214동앞,1379,5836,1
1389,3523,1389,롯데캐슬,3523,7528,1
1390,4908,1390,경제자유구역청,4908,8913,1
1391,8906,1391,신라아파트,1727,1697,5
1392,8152,1392,휴먼시아1단지,2775,4712,1
1393,8230,1393,사원아파트입구,1168,4701,1
1394,4002,1394,대장간마을,4002,8007,1
1395,336,1395,백운곡,336,2815,2
1396,7346,1396,금운교,336,2815,1
1397,7362,1397,탑재,5805,9810,2
1398,7321,1398,양도초등학교,158,499,1
1399,3474,1399,신논현역,3474,7479,1
1400,7609,1400,공단유통상가,1169,6660,2
1401,6455,1401,공단유통상가,781,7128,3
1402,4331,1402,영종대교휴게소,736,3636,1
1403,735,1403,영종대교휴게소,712,783,1
1404,8470,1404,롯데캐슬,1488,327,1
1405,1488,1405,롯데캐슬,4531,8536,1
1406,1443,1406,박문여자고등학교,1462,4020,1
1407,5674,1407,송도소방서(송도스마트밸리),1234,5989,1
1408,1181,1408,송도스마트밸리,1181,879,1
1409,5308,1409,해모로월드뷰,1423,5397,1
1410,1435,1410,해모로월드뷰,1435,4017,1
1411,1513,1411,롯데캐슬,1513,4661,1
1412,4878,1412,롯데캐슬,1475,4662,1
1413,9177,1413,동암남부역,3341,7346,1
1414,9176,1414,동암남부역,2046,210,1
1415,4084,1415,간석역,4084,8089,1
1416,9157,1416,간석역,1889,1725,1
1417,9182,1417,신동아상가,2052,5863,1
1418,4048,1418,석바위,1839,2971,1
1419,1246,1419,가좌동차고,1246,2510,1
1420,1419,1420,심곡천봉수교,1419,6461,1
1421,6008,1421,가원초등학교,1419,6466,1
1422,1068,1422,목재부두사거리,1068,1296,1
1423,3541,1423,인천북항부두운영시설,3541,7546,1
1424,1070,1424,인천그랜드컨트리클럽,1066,2998,2
1425,1192,1425,홈씨씨인천점,1070,5808,1
1426,5129,1426,SK주유소,5129,9134,1
1427,5556,1427,홈씨씨인천점,1192,5809,1
1428,8212,1428,인천그랜드컨트리클럽,1070,2999,1
1429,1066,1429,인천북항부두운영시설,1066,111,1
1430,8218,1430,목재부두사거리,1066,111,2
1431,3952,1431,미관광장,3952,7957,1
1432,7497,1432,길상군립어린이집,495,2901,2
1433,4452,1433,길상군립어린이집,533,3866,1
1434,4219,1434,해원중학교후문,4219,8224,1
1435,7639,1435,동양하이테크,1088,3514,2
1436,5190,1436,청라동문굿모닝힐,825,5208,1
1437,840,1437,동문굿모닝힐,840,3392,1
1438,4218,1438,반도유보라,4218,8223,1
1439,880,1439,해원고등학교,880,3391,1
1440,2365,1440,영남1단지.고합아파트,2365,6341,1
1441,2346,1441,남동소래아트홀,2346,101,1
1442,2358,1442,남동소래아트홀,6314,10319,1
1443,5581,1443,소래마을,5581,9586,1
1444,2806,1444,구산사거리,2788,1907,1
1445,4978,1445,중흥S클래스,1282,4852,1
1446,7700,1446,청라중학교,1284,3710,1
1447,6158,1447,자이금호힐스테이트,6158,10163,1
1448,1082,1448,자이금호힐스테이트,1030,4753,1
1449,9055,1449,만수중학교후문,2510,1554,2
1450,1138,1450,더샵하버뷰,1138,1221,1
1451,7704,1451,호반베르디움,5577,9582,2
1452,7708,1452,중흥S클래스2차,1284,4518,2
1453,3246,1453,강남역,3244,681,2
1454,7748,1454,금강종합상가,1396,4666,1
1455,1339,1455,대신철강,1339,6579,1
1456,720,1456,경인아라뱃길여객터미널,730,5510,1
1457,2843,1457,동양도서관,2822,5502,1
1458,5369,1458,동양도서관(휴먼빌아파트),2843,5503,1
1459,861,1459,한가람마을.우미린아파트,861,224,1
1460,3352,1460,한가람마을.우미린아파트,3352,7357,1
1461,1022,1461,도원동행정복지센터,4820,8825,1
1462,923,1462,동인천역북광장,923,4759,1
1463,8505,1463,동인천역북광장,6000,10005,1
1464,6465,1464,신비마을아파트,6465,10470,1
1465,4043,1465,송도역,1323,2957,1
1466,5483,1466,연수역,1713,5694,1
1467,883,1467,중구문화회관,883,2868,1
1468,5343,1468,중구문화회관,5343,9348,1
1469,4153,1469,부평구보건소,4153,8158,1
1470,6558,1470,입구지입구,97,135,1
1471,86,1471,입구지입구,86,3548,1
1472,1530,1472,청학사거리,1530,6594,1
1473,3031,1473,송정역,3031,6567,1
1474,7877,1474,송정역,3037,6566,1
1475,2475,1475,소래포구역종점,2455,207,1
1476,8850,1476,한빛초교앞,2683,3081,1
1477,3676,1477,에코메트로5단지506동,3676,7681,1
1478,2441,1478,소래포구,2440,4000,1
1479,4687,1479,강화실버케어스앞,231,4319,2
1480,230,1480,강화실버케어스앞,197,1896,3
1481,2043,1481,우주골드타운빌라,2043,477,1
1482,2044,1482,우주골드타운빌라,2048,10614,1
1483,4645,1483,풍림1차아파트,1784,4241,1
1484,1784,1484,풍림1차아파트,1785,292,1
1485,3988,1485,풍경마을,1626,2756,1
1486,1626,1486,풍경마을,1989,522,1
1487,7690,1487,한일베라체,1050,1214,2
1488,2986,1488,개화역,2986,5517,1
1489,1093,1489,엑스포빌리지10단지,4094,8099,1
1490,4750,1490,알앤디써비스,1043,4431,1
1491,1043,1491,알앤디써비스,1008,3610,1
1492,1214,1492,송도힐스테이트,1214,1301,1
1493,4926,1493,더샵엑스포빌리지,1093,4769,1
1494,1114,1494,엑스포빌리지9단지,1114,1070,1
1495,8663,1495,에코메트로10단지,2419,6924,1
1496,8255,1496,서인천가구단지,1493,1871,1
1497,7642,1497,금호종합열처리,1088,6520,1
1498,6203,1498,낚시터입구,6203,10208,1
1499,5768,1499,신중동역4번출구,2925,6129,1
1500,3917,1500,한국도심공항터미널,3917,7922,1
1501,8687,1501,백암왕순대앞,1558,3945,1
1502,6571,1502,왕산차고지,58,4459,1
1503,6570,1503,마을회관입구,54,5118,1
1504,6560,1504,용유출장소,5971,9976,1
1505,6561,1505,용유출장소,116,5113,1
1506,6557,1506,늘목,95,7280,1
1507,117,1507,신설동,116,4366,1
1508,90,1508,늘목,83,6411,1
1509,116,1509,신설동,95,10575,1
1510,126,1510,서릿목,135,460,1
1511,6563,1511,서릿목,126,692,1
1512,3301,1512,가야,694,50,1
1513,7594,1513,금성목재,722,52,2
1514,3302,1514,트러스(서구장애인직업재활시설),3302,7307,1
1515,722,1515,아쿠아글로리,694,51,2
1516,7595,1516,해성단조,694,51,3
1517,7598,1517,진웅종점,723,47,1
1518,723,1518,진웅종점,3300,7305,1
1519,704,1519,덕현금속,723,47,2
1520,3300,1520,덕현금속,704,48,1
1521,694,1521,가야,704,49,1
1522,83,1522,비재고개,65,406,2
1523,4769,1523,비재고개,83,4463,1
1524,7691,1524,동양엔파트,1108,915,1
1525,7211,1525,인삼농협앞,4289,8294,2
1526,7212,1526,인삼농협앞,655,1017,1
1527,7391,1527,문현,154,1497,2
1528,7533,1528,방죽말,406,1797,1
1529,5715,1529,길직1리,417,6048,1
1530,384,1530,목비고개,384,1309,1
1531,2439,1531,에코메트로5단지,2519,1573,2
1532,2464,1532,소래포구역,2464,3997,1
1533,3420,1533,GS자이아파트,1091,703,1
1534,1091,1534,GS자이아파트,1062,97,1
1535,7707,1535,청라고등학교,1379,4853,1
1536,7706,1536,청라고등학교,1380,3711,2
1537,8607,1537,쌍용아파트,1275,3506,1
1538,4693,1538,옥련중학교,4693,8698,1
1539,8657,1539,사리울중학교,2279,439,1
1540,8660,1540,사리울초등학교후문,2314,272,1
1541,8665,1541,에코메트로7단지,2314,272,3
1542,8666,1542,에코메트로7단지,2374,429,1
1543,8669,1543,에코메트로6단지,2374,4566,1
1544,5582,1544,에코메트로5단지,2439,5842,1
1545,6006,1545,서해그랑블,1332,6464,1
1546,1332,1546,서해그랑블,1286,4854,1
1547,3544,1547,푸르지오월드마크,3544,7549,1
1548,2187,1548,숲속마을,2173,6591,1
1549,1098,1549,목화빌라,1078,3074,1
1550,1125,1550,용현동성원상떼빌아파트,1125,3136,1
1551,7616,1551,원흥아파트,1240,6676,1
1552,1794,1552,덕창기계,1858,2590,1
1553,1064,1553,셀트리온2공장앞,1021,766,1
1554,1021,1554,셀트리온2공장앞,6124,10129,1
1555,4360,1555,광명메이루즈정문,4360,8365,1
1556,7723,1556,린스트라우스정문,1284,81,1
1557,3128,1557,구로디지털단지역,6581,10597,1
1558,3126,1558,구로디지털단지역,3129,626,1
1559,3143,1559,동작세무서,3553,7558,1
1560,3552,1560,보라매역(동작세무서),3552,7557,1
1561,7357,1561,양도면사무소(나무),164,6174,1
1562,7358,1562,양도면사무소(쉘터),190,5133,3
1563,5409,1563,계룡리슈빌,2905,5574,1
1564,9080,1564,향촌프라자,2437,3027,1
1565,2483,1565,향촌주공101동앞,2483,495,1
1566,9252,1566,옐림교회,2502,3146,4
1567,6164,1567,광일아파트,2618,6706,2
1568,4602,1568,청학중학교,4602,8607,1
1569,3417,1569,복합환승센터한가람솔터마을,3417,7422,1
1570,887,1570,복합환승센터한가람솔터마을,887,427,1
1571,5678,1571,청라백세요양병원,5678,9683,1
1572,8662,1572,남동소래아트홀,2358,6923,1
1573,7964,1573,삼정동중소기업협동화단지,2917,3773,1
1574,5631,1574,부천자동차검사소,2861,5919,2
1575,1215,1575,가좌공단,1248,355,1
1576,7827,1576,심곡어린이도서관,1665,2964,2
1577,1635,1577,한국전력,1635,4933,1
1578,9250,1578,일신주공,2502,3146,3
1579,9251,1579,주공아파트,2618,6706,1
1580,9253,1580,일신주공109동,3918,7923,1
1581,9255,1581,다임메가타운,2691,1248,1
1582,2761,1582,부평자이,2781,1247,1
1583,8188,1583,삼산체육관역,2604,953,1
1584,2618,1584,광일아파트,2502,3146,2
1585,9248,1585,진석상사,6164,10169,1
1586,9249,1586,진석상사,2502,3146,1
1587,809,1587,항운아파트,809,1035,1
1588,578,1588,큰산너머입구,578,2157,2
1589,8416,1589,큰산너머입구,3968,7973,1
1590,6622,1590,교육연수원,461,810,1
1591,461,1591,교육연수원,3679,7684,1
1592,7678,1592,해원중학교,880,5204,1
1593,1156,1593,미관광장,1156,768,1
1594,4775,1594,셀트리온(주)앞,4775,8780,1
1595,1723,1595,봉수초등학교,1722,584,1
1596,4879,1596,봉수파출소,4879,8884,1
1597,1424,1597,가정보금자리3블럭아파트,1429,438,1
1598,8115,1598,효성동동화운수차고지,2017,337,1
1599,3353,1599,하나아파트,3353,7358,1
1600,6680,1600,동보노빌리티,6282,10287,1
1601,651,1601,동보노빌리티,651,5035,1
1602,466,1602,영종고등학교,466,815,1
1603,447,1603,LH1단지,466,815,2
1604,6621,1604,LH1단지,447,816,1
1605,54,1605,왕산골,57,4460,2
1606,6568,1606,왕산골,54,5118,2
1607,2267,1607,구월초등학교,2202,7053,2
1608,6404,1608,구월초등학교,2267,7054,1
1609,3355,1609,하늘초등학교후문,646,352,1
1610,646,1610,하늘초등학교후문,636,225,1
1611,6222,1611,논현화훼단지,2233,6791,2
1612,2233,1612,논현화훼단지,2195,6790,2
1613,2351,1613,소래도서관,2351,6366,1
1614,7862,1614,연세대학교정문,3163,3425,1
1615,8020,1615,계산여고,2616,4061,1
1616,3704,1616,계산중학교,2643,1892,1
1617,1325,1617,블루오션골프클럽(앰코코리아),1264,2651,1
1618,5203,1618,블루오션골프클럽(앰코코리아),1325,5234,1
1619,6631,1619,금홍염전,4211,8216,1
1620,6630,1620,금홍염전,512,897,2
1621,6672,1621,영종교회,619,2687,3
1622,5537,1622,용현동상우빌라,5537,9542,1
1623,1487,1623,용현동상우빌라,1487,5779,1
1624,8884,1624,학익여자고등학교,1649,1100,1
1625,6602,1625,인천공항T1(3층13번),235,653,2
1626,981,1626,청라한화꿈에그린,981,2918,1
1627,4524,1627,주안시범공단,1778,4004,1
1628,8364,1628,부평구보건소,2347,1027,1
1629,2384,1629,계산국민체육센터,2384,5851,1
1630,8507,1630,삼양베이커,707,6406,2
1631,5965,1631,월미공원,5965,9970,1
1632,5170,1632,힘찬병원,2411,5177,1
1633,2411,1633,힘찬병원,2417,661,1
1634,750,1634,관세청앞,769,2010,1
1635,433,1635,장흥리공설묘지,433,1349,1
1636,7472,1636,장흥리공설묘지,433,6206,1
1637,7478,1637,용화사(길상낚시터),488,2921,1
1638,1376,1638,인천카톨릭대학교,1376,4906,1
1639,5289,1639,심곡동광명아파트,1522,5372,1
1640,1527,1640,심곡동광명아파트,1527,4732,1
1641,727,1641,인천여객터미널,720,5511,1
1642,7620,1642,아라뱃길물류센터,5547,9552,2
1643,7621,1643,(주)경동세라믹스,772,5250,1
1644,789,1644,(주)에코마이스터,789,5043,1
1645,1514,1645,루원호반베르디움,1514,6668,1
1646,6146,1646,루원시티프라디움,6146,10151,1
1647,731,1647,경인항다목적부두,772,5250,3
1648,5176,1648,송도더샵퍼스트파크15단지,960,5187,1
1649,918,1649,송도더샵퍼스트파크14단지,939,2934,1
1650,5179,1650,송도더샵마스터뷰21단지,5179,9184,1
1651,6373,1651,송도아트윈푸르지오,927,7007,1
1652,949,1652,송도센트럴파크역,949,7246,1
1653,4877,1653,송도테크노파크IT센터,4877,8882,1
1654,2783,1654,송내역.반달공영주차장,2801,5925,1
1655,2812,1655,송내역.투나,2830,6246,1
1656,5630,1656,송내역.로데오거리,2813,5918,1
1657,8855,1657,남동체육관,2660,3950,1
1658,5819,1658,원창동(기점),5819,9824,1
1659,1371,1659,원창동(기점),1371,3983,1
1660,1040,1660,복합환승센타투모로우시티,1040,364,1
1661,4534,1661,석남동차고지,1343,4033,1
1662,473,1662,넙디,473,3745,1
1663,4616,1663,웨딩타운,3181,4185,1
1664,7856,1664,아현역,3183,4102,1
1665,3872,1665,충정로역2호선,3186,2431,1
1666,7861,1666,웨딩타운,3175,4184,2
1667,3181,1667,아현역,3175,4184,3
1668,5810,1668,서창2지구,2841,6182,1
1669,2841,1669,서창2지구,2837,5460,1
1670,5350,1670,임마누엘교회,2837,5461,1
1671,2837,1671,임마누엘교회,2798,4729,1
1672,7820,1672,가정동성당,1416,4975,1
1673,4478,1673,호수공원,4478,8483,1
1674,980,1674,호수공원,980,918,1
1675,7821,1675,가정동성당,1418,3607,1
1676,2754,1676,서창중학교,2774,2888,1
1677,2661,1677,더포레스트아파트,4783,8788,1
1678,8835,1678,더포레스트아파트,2661,589,1
1679,428,1679,신현리입구,5715,9720,1
1680,1422,1680,수봉공원,1422,5181,1
1681,1520,1681,수봉마을쉼터,1520,4474,2
1682,5172,1682,수봉마을쉼터,5172,9177,1
