LINK_NO,F_NODE,T_NODE,TYPE,LENGTH,F_ID,LINK_ID,T_ID
2803,2652,2835,1,1175.000000km,1670004700,1670014600,1670005100
2803,2835,2652,1,1175.000000km,1670004700,1670014600,1670005100
2804,3016,3032,1,618.000000km,1150003000,1150031000,1150010200
2804,3032,3016,1,618.000000km,1150003000,1150031000,1150010200
2805,2998,3032,1,1116.000000km,1150003200,1150030900,1150003000
2805,3032,2998,1,1116.000000km,1150003200,1150030900,1150003000
2806,2499,2550,1,226.000000km,1670025000,1670067700,1670017000
2806,2550,2499,1,226.000000km,1670025000,1670067700,1670017000
2807,2133,4000,1,216.000000km,1670012800,1670066200,1670024300
2807,4000,2133,1,216.000000km,1670012800,1670066200,1670024300
2808,2376,2454,1,443.000000km,1670011000,1670032500,1670011100
2808,2454,2376,1,443.000000km,1670011000,1670032500,1670011100
2809,2487,2548,1,278.000000km,1670022000,1670061900,1670021900
2809,2548,2487,1,278.000000km,1670022000,1670061900,1670021900
2810,2620,2644,1,165.000000km,1670022400,1670062600,1670022300
2810,2644,2620,1,165.000000km,1670022400,1670062600,1670022300
2811,2115,2269,1,970.000000km,1670032000,1670094400,1670013100
2811,2269,2115,1,970.000000km,1670032000,1670094400,1670013100
2812,2269,4001,1,919.000000km,1670032000,1670094500,1670031900
2812,4001,2269,1,919.000000km,1670032000,1670094500,1670031900
2813,1586,1591,1,662.000000km,1680072600,1680230800,1680025100
2813,1591,1586,1,662.000000km,1680072600,1680230800,1680025100
2814,1591,1655,1,501.000000km,1680072600,1680230900,1680022800
2814,1655,1591,1,501.000000km,1680072600,1680230900,1680022800
2815,317,336,1,1022.000000km,1690049100,1690132800,1690049200
2815,336,317,1,1022.000000km,1690049100,1690132800,1690049200
2816,336,4002,1,1216.000000km,1690049100,1690132900,1690001100
2816,4002,336,1,1216.000000km,1690049100,1690132900,1690001100
2817,2342,2739,1,2124.000000km,1670000100,1660003700,1660001200
2817,2739,2342,1,2124.000000km,1670000100,1660003700,1660001200
2818,1697,1753,1,263.000000km,1680002300,1680004300,1680002400
2818,1753,1697,1,263.000000km,1680002300,1680004300,1680002400
2819,2282,2291,1,312.000000km,1660010600,1660032700,1660011500
2819,2291,2282,1,312.000000km,1660010600,1660032700,1660011500
2820,2179,4003,1,181.000000km,1650000400,1650001400,1650035800
2820,4003,2179,1,181.000000km,1650000400,1650001400,1650035800
2821,2686,2701,1,149.000000km,1660000400,1660005500,1660004000
2821,2701,2686,1,149.000000km,1660000400,1660005500,1660004000
2822,2504,4004,1,207.000000km,1660023300,1660072200,1660015200
2822,4004,2504,1,207.000000km,1660023300,1660072200,1660015200
2823,2260,2267,1,349.000000km,1650017300,1650056600,1650016500
2823,2267,2260,1,349.000000km,1650017300,1650056600,1650016500
2824,1740,1760,1,117.000000km,1640008100,1640027900,1640007700
2824,1760,1740,1,117.000000km,1640008100,1640027900,1640007700
2825,2051,2057,1,504.000000km,1660014100,1660043900,1660015400
2825,2057,2051,1,504.000000km,1660014100,1660043900,1660015400
2826,1980,2004,1,129.000000km,1650016900,1650058000,1650017000
2826,2004,1980,1,129.000000km,1650016900,1650058000,1650017000
2827,1814,1872,1,1000.000000km,1650005500,1650024700,1650006300
2827,1872,1814,1,1000.000000km,1650005500,1650024700,1650006300
2828,706,773,1,1562.000000km,1680003900,1680209400,1680063500
2828,773,706,1,1562.000000km,1680003900,1680209400,1680063500
2829,1698,1702,1,389.000000km,1680011700,1680035900,1680010800
2829,1702,1698,1,389.000000km,1680011700,1680035900,1680010800
2830,1846,1879,1,260.000000km,1630012800,1630043100,1630012700
2830,1879,1846,1,260.000000km,1630012800,1630043100,1630012700
2831,2313,2315,1,214.000000km,1670003500,1670010600,1670003900
2831,2315,2313,1,214.000000km,1670003500,1670010600,1670003900
2832,1076,1128,1,459.000000km,1620001000,1620001400,1620000600
2832,1128,1076,1,459.000000km,1620001000,1620001400,1620000600
2833,1900,4005,1,452.000000km,1650024200,1650078200,1650006000
2833,4005,1900,1,452.000000km,1650024200,1650078200,1650006000
2834,1679,1694,1,439.000000km,1630015900,1630050600,1630015500
2834,1694,1679,1,439.000000km,1630015900,1630050600,1630015500
2835,1098,1125,1,307.000000km,1630019900,1630063400,1630020200
2835,1125,1098,1,307.000000km,1630019900,1630063400,1630020200
2836,2516,2575,1,250.000000km,1650014500,1650050500,1650014400
2836,2575,2516,1,250.000000km,1650014500,1650050500,1650014400
2837,2575,4006,1,250.000000km,1650014400,1650050600,1650014500
2837,4006,2575,1,250.000000km,1650014400,1650050600,1650014500
2838,1679,1738,1,252.000000km,1630015500,1630050100,1630015400
2838,1738,1679,1,252.000000km,1630015500,1630050100,1630015400
2839,1738,4007,1,253.000000km,1630015400,1630050200,1630015500
2839,4007,1738,1,253.000000km,1630015400,1630050200,1630015500
2840,1636,1642,1,45.000000km,1680001500,1680014600,1680009600
2840,1642,1636,1,45.000000km,1680001500,1680014600,1680009600
2841,1415,1425,1,256.000000km,1680018400,1680055500,1680018600
2841,1425,1415,1,256.000000km,1680018400,1680055500,1680018600
2842,2978,2983,1,95.000000km,1150002800,1150039200,1150007600
2842,2983,2978,1,95.000000km,1150002800,1150039200,1150007600
2843,2794,2815,1,199.000000km,1650025200,1650082000,1650025400
2843,2815,2794,1,199.000000km,1650025200,1650082000,1650025400
2844,2983,4008,1,96.000000km,1150007600,1150039100,1150002800
2844,4008,2983,1,96.000000km,1150007600,1150039100,1150002800
2845,2901,2961,1,1886.000000km,1670014100,1670038500,1670020400
2845,2961,2901,1,1886.000000km,1670014100,1670038500,1670020400
2846,1404,1432,1,173.000000km,1680012100,1680039000,1680012700
2846,1432,1404,1,173.000000km,1680012100,1680039000,1680012700
2847,1432,4009,1,172.000000km,1680012700,1680039100,1680012100
2847,4009,1432,1,172.000000km,1680012700,1680039100,1680012100
2848,1502,4010,1,429.000000km,1680012600,1680040500,1680012700
2848,4010,1502,1,429.000000km,1680012600,1680040500,1680012700
2849,2007,2018,1,153.000000km,1650010900,1650041200,1650010700
2849,2018,2007,1,153.000000km,1650010900,1650041200,1650010700
2850,1679,4011,1,438.000000km,1630015500,1630050500,1630015900
2850,4011,1679,1,438.000000km,1630015500,1630050500,1630015900
2851,2135,2137,1,202.000000km,1650011100,1650042500,1650011900
2851,2137,2135,1,202.000000km,1650011100,1650042500,1650011900
2852,2137,4012,1,200.000000km,1650011900,1650042600,1650011100
2852,4012,2137,1,200.000000km,1650011900,1650042600,1650011100
2853,2987,2996,1,103.000000km,2240036000,2240109100,2240035900
2853,2996,2987,1,103.000000km,2240036000,2240109100,2240035900
2854,2964,4013,1,250.000000km,2240037700,2240113700,2240037800
2854,4013,2964,1,250.000000km,2240037700,2240113700,2240037800
2855,2381,2384,1,114.000000km,1670009500,1670029300,1670009900
2855,2384,2381,1,114.000000km,1670009500,1670029300,1670009900
2856,1574,1656,1,328.000000km,1680012400,1680015600,1680002100
2856,1656,1574,1,328.000000km,1680012400,1680015600,1680002100
2857,2360,2363,1,342.000000km,1660013000,1660034900,1660011300
2857,2363,2360,1,342.000000km,1660013000,1660034900,1660011300
2858,2282,2322,1,195.000000km,1660011500,1660035200,1660011600
2858,2322,2282,1,195.000000km,1660011500,1660035200,1660011600
2859,2356,2360,1,299.000000km,1660010500,1660032400,1660011300
2859,2360,2356,1,299.000000km,1660010500,1660032400,1660011300
2860,2162,2189,1,372.000000km,1660003100,1650072100,1650022200
2860,2189,2162,1,372.000000km,1660003100,1650072100,1650022200
2861,1843,1848,1,442.000000km,1630008500,1630025900,1630006900
2861,1848,1843,1,442.000000km,1630008500,1630025900,1630006900
2862,1851,1853,1,123.000000km,1630014200,1630046800,1630014000
2862,1853,1851,1,123.000000km,1630014200,1630046800,1630014000
2863,1839,1842,1,212.000000km,1630010000,1630035200,1630010900
2863,1842,1839,1,212.000000km,1630010000,1630035200,1630010900
2864,2585,2601,1,112.000000km,1650040600,1650125600,1650025900
2864,2601,2585,1,112.000000km,1650040600,1650125600,1650025900
2865,1614,4014,1,174.000000km,1640011200,1640038800,1640012500
2865,4014,1614,1,174.000000km,1640011200,1640038800,1640012500
2866,318,330,1,234.000000km,1690029400,1690087200,1690029300
2866,330,318,1,234.000000km,1690029400,1690087200,1690029300
2867,1538,1568,1,232.000000km,1680004900,1680192200,1680072000
2867,1568,1538,1,232.000000km,1680004900,1680192200,1680072000
2868,854,883,1,429.000000km,1610035200,1610101900,1610035300
2868,883,854,1,429.000000km,1610035200,1610101900,1610035300
2869,23,34,1,3852.000000km,1690046300,1690084400,1690046400
2869,34,23,1,3852.000000km,1690046300,1690084400,1690046400
2870,1375,1378,1,152.000000km,1630023800,1630078300,1630026400
2870,1378,1375,1,152.000000km,1630023800,1630078300,1630026400
2871,1470,1474,1,386.000000km,1680072100,1680191300,1680030000
2871,1474,1470,1,386.000000km,1680072100,1680191300,1680030000
2872,809,848,1,304.000000km,1610048300,1610141700,1610020800
2872,848,809,1,304.000000km,1610048300,1610141700,1610020800
2873,975,1010,1,667.000000km,1680060100,1680180800,1680060000
2873,1010,975,1,667.000000km,1680060100,1680180800,1680060000
2874,1786,4015,1,58.000000km,1680055100,1680163500,1680018000
2874,4015,1786,1,58.000000km,1680055100,1680163500,1680018000
2875,1290,1307,1,119.000000km,1680024500,1680070800,1680032500
2875,1307,1290,1,119.000000km,1680024500,1680070800,1680032500
2876,2872,4016,1,735.000000km,1650052300,1650163400,1650002400
2876,4016,2872,1,735.000000km,1650052300,1650163400,1650002400
2877,3071,3086,1,1354.000000km,2240043900,2240139000,2240044000
2877,3086,3071,1,1354.000000km,2240043900,2240139000,2240044000
2878,2619,2635,1,362.000000km,1670003000,1670008800,1670004600
2878,2635,2619,1,362.000000km,1670003000,1670008800,1670004600
2879,2101,2198,1,573.000000km,1650016700,1650056700,1650016600
2879,2198,2101,1,573.000000km,1650016700,1650056700,1650016600
2880,2296,2301,1,197.000000km,1660009000,1660027700,1660009200
2880,2301,2296,1,197.000000km,1660009000,1660027700,1660009200
2881,485,507,1,483.000000km,1690025700,1690102800,1690025800
2881,507,485,1,483.000000km,1690025700,1690102800,1690025800
2882,2275,2276,1,42.000000km,1650053700,1650174400,1650003700
2882,2276,2275,1,42.000000km,1650053700,1650174400,1650003700
2883,2224,2265,1,245.000000km,1660008400,1660025000,1660008200
2883,2265,2224,1,245.000000km,1660008400,1660025000,1660008200
2884,942,952,1,197.000000km,1610001000,1610008600,1610008300
2884,952,942,1,197.000000km,1610001000,1610008600,1610008300
2885,1438,1472,1,482.000000km,1630004900,1630019900,1630005800
2885,1472,1438,1,482.000000km,1630004900,1630019900,1630005800
2886,2060,4017,1,609.000000km,1650004200,1650020900,1650004000
2886,4017,2060,1,609.000000km,1650004200,1650020900,1650004000
2887,634,4018,1,372.000000km,1610047400,1610139100,1610046300
2887,4018,634,1,372.000000km,1610047400,1610139100,1610046300
2888,2754,2774,1,119.000000km,1650036200,1650119100,1650027800
2888,2774,2754,1,119.000000km,1650036200,1650119100,1650027800
2889,2953,2962,1,437.000000km,2320030800,2320076100,2320000500
2889,2962,2953,1,437.000000km,2320030800,2320076100,2320000500
2890,2962,2981,1,687.000000km,2320024500,2320076200,2320030800
2890,2981,2962,1,687.000000km,2320024500,2320076200,2320030800
2891,3139,3140,1,581.000000km,1130001100,1130002100,1130000900
2891,3140,3139,1,581.000000km,1130001100,1130002100,1130000900
2892,3140,3146,1,409.000000km,1130001100,1130002600,1130001400
2892,3146,3140,1,409.000000km,1130001100,1130002600,1130001400
2893,3185,3196,1,1333.000000km,1190001500,1190003600,1190002000
2893,3196,3185,1,1333.000000km,1190001500,1190003600,1190002000
2894,3043,3044,1,334.000000km,1140011500,1140037900,1140011600
2894,3044,3043,1,334.000000km,1140011500,1140037900,1140011600
2895,317,4019,1,1021.000000km,1690049200,1690133100,1690049100
2895,4019,317,1,1021.000000km,1690049200,1690133100,1690049100
2896,249,286,1,991.000000km,1690049300,1690133200,1690049400
2896,286,249,1,991.000000km,1690049300,1690133200,1690049400
2897,286,311,1,1012.000000km,1690049300,1690133300,1690001400
2897,311,286,1,1012.000000km,1690049300,1690133300,1690001400
2898,249,4020,1,885.000000km,1690049400,1690133400,1690008300
2898,4020,249,1,885.000000km,1690049400,1690133400,1690008300
2899,249,4021,1,992.000000km,1690049400,1690133500,1690049300
2899,4021,249,1,992.000000km,1690049400,1690133500,1690049300
2900,451,495,1,928.000000km,1690049500,1690133600,1690049600
2900,495,451,1,928.000000km,1690049500,1690133600,1690049600
2901,495,533,1,1150.000000km,1690049500,1690133700,1690011700
2901,533,495,1,1150.000000km,1690049500,1690133700,1690011700
2902,424,451,1,834.000000km,1690049600,1690133800,1690000500
2902,451,424,1,834.000000km,1690049600,1690133800,1690000500
2903,451,4022,1,928.000000km,1690049600,1690133900,1690049500
2903,4022,451,1,928.000000km,1690049600,1690133900,1690049500
2904,2466,4023,1,297.000000km,1650032000,1650105500,1650032200
2904,4023,2466,1,297.000000km,1650032000,1650105500,1650032200
2905,1260,1338,1,438.000000km,1630011700,1630040100,1630012500
2905,1338,1260,1,438.000000km,1630011700,1630040100,1630012500
2906,1641,1679,1,135.000000km,1630015500,1630050400,1630015600
2906,1679,1641,1,135.000000km,1630015500,1630050400,1630015600
2907,2438,2442,1,319.000000km,1660013400,1660038100,1660012300
2907,2442,2438,1,319.000000km,1660013400,1660038100,1660012300
2908,3096,3101,1,384.000000km,1180012000,1180045400,1180012100
2908,3101,3096,1,384.000000km,1180012000,1180045400,1180012100
2909,3115,4024,1,404.000000km,1180010500,1180039700,1180010900
2909,4024,3115,1,404.000000km,1180010500,1180039700,1180010900
2910,3066,3069,1,626.000000km,1150000700,1150013300,1150001300
2910,3069,3066,1,626.000000km,1150000700,1150013300,1150001300
2911,3170,3171,1,124.000000km,1120001500,1120004000,1120001900
2911,3171,3170,1,124.000000km,1120001500,1120004000,1120001900
2912,3037,3038,1,204.000000km,1150005100,1150016900,1150012300
2912,3038,3037,1,204.000000km,1150005100,1150016900,1150012300
2913,3026,3030,1,698.000000km,1150012400,1150038200,1150005500
2913,3030,3026,1,698.000000km,1150012400,1150038200,1150005500
2914,3220,4025,1,640.000000km,2200001800,2200021800,2200009100
2914,4025,3220,1,640.000000km,2200001800,2200021800,2200009100
2915,3207,4026,1,138.000000km,2200002500,2200006100,2200002600
2915,4026,3207,1,138.000000km,2200002500,2200006100,2200002600
2916,1268,4027,1,1129.000000km,1650055800,1650173000,1650048700
2916,4027,1268,1,1129.000000km,1650055800,1650173000,1650048700
2917,917,4028,1,415.000000km,1680042300,1680129500,1680042200
2917,4028,917,1,415.000000km,1680042300,1680129500,1680042200
2918,981,982,1,342.000000km,1680044100,1680132100,1680042400
2918,982,981,1,342.000000km,1680044100,1680132100,1680042400
2919,2111,2183,1,681.000000km,1650051300,1650152800,1650051400
2919,2183,2111,1,681.000000km,1650051300,1650152800,1650051400
2920,2621,2627,1,380.000000km,1660007600,2100008400,1660006300
2920,2627,2621,1,380.000000km,1660007600,2100008400,1660006300
2921,433,488,1,1305.000000km,1690045200,1690089100,1690048000
2921,488,433,1,1305.000000km,1690045200,1690089100,1690048000
2922,913,929,1,315.000000km,1680052800,1680155100,1680053100
2922,929,913,1,315.000000km,1680052800,1680155100,1680053100
2923,1177,1368,1,972.000000km,1680058600,1680174200,1680009700
2923,1368,1177,1,972.000000km,1680058600,1680174200,1680009700
2924,845,876,1,1083.000000km,1680009000,1680173800,1680058400
2924,876,845,1,1083.000000km,1680009000,1680173800,1680058400
2925,2455,2464,1,63.000000km,1650031500,1650104100,1650038500
2925,2464,2455,1,63.000000km,1650031500,1650104100,1650038500
2926,1167,1281,1,565.000000km,1680007500,1680083700,1620005500
2926,1281,1167,1,565.000000km,1680007500,1680083700,1620005500
2927,1416,1507,1,584.000000km,1680014200,1680164500,1680055500
2927,1507,1416,1,584.000000km,1680014200,1680164500,1680055500
2928,2905,2918,1,158.000000km,2100018000,2100062200,2100018500
2928,2918,2905,1,158.000000km,2100018000,2100062200,2100018500
2929,1537,4029,1,318.000000km,1640044200,1640135800,1640002000
2929,4029,1537,1,318.000000km,1640044200,1640135800,1640002000
2930,1518,1537,1,82.000000km,1640044200,1640135700,1640002300
2930,1537,1518,1,82.000000km,1640044200,1640135700,1640002300
2931,1612,1630,1,90.000000km,1680071100,1680197200,1680005800
2931,1630,1612,1,90.000000km,1680071100,1680197200,1680005800
2932,1169,4030,1,707.000000km,1680059000,1680174700,1680029900
2932,4030,1169,1,707.000000km,1680059000,1680174700,1680029900
2933,740,755,1,391.000000km,1680058200,1680196200,1680071400
2933,755,740,1,391.000000km,1680058200,1680196200,1680071400
2934,918,939,1,193.000000km,1640044300,1640134800,1640036100
2934,939,918,1,193.000000km,1640044300,1640134800,1640036100
2935,1220,1224,1,136.000000km,1630026100,1630080100,1630006300
2935,1224,1220,1,136.000000km,1630026100,1630080100,1630006300
2936,1133,1220,1,353.000000km,1630006300,1630074000,1630023000
2936,1220,1133,1,353.000000km,1630006300,1630074000,1630023000
2937,2198,4031,1,406.000000km,1650016600,1650056300,1650016500
2937,4031,2198,1,406.000000km,1650016600,1650056300,1650016500
2938,2202,4032,1,561.000000km,1650017400,1650059800,1650017500
2938,4032,2202,1,561.000000km,1650017400,1650059800,1650017500
2939,580,4033,1,1355.000000km,1610026800,1610074900,1610034100
2939,4033,580,1,1355.000000km,1610026800,1610074900,1610034100
2940,1778,1821,1,380.000000km,1650022100,1650071500,1650024400
2940,1821,1778,1,380.000000km,1650022100,1650071500,1650024400
2941,1478,1489,1,187.000000km,1640009300,1640032600,1640010900
2941,1489,1478,1,187.000000km,1640009300,1640032600,1640010900
2942,2226,4034,1,312.000000km,1660017300,1660054800,1670001000
2942,4034,2226,1,312.000000km,1660017300,1660054800,1670001000
2943,2054,2076,1,189.000000km,1650008300,1650030400,1650026400
2943,2076,2054,1,189.000000km,1650008300,1650030400,1650026400
2944,2578,2581,1,227.000000km,1670007800,1670022000,1670007000
2944,2581,2578,1,227.000000km,1670007800,1670022000,1670007000
2945,1059,1116,1,345.000000km,1630011100,1630036700,1630010400
2945,1116,1059,1,345.000000km,1630011100,1630036700,1630010400
2946,1413,4035,1,242.000000km,1680033000,1680096200,1680055500
2946,4035,1413,1,242.000000km,1680033000,1680096200,1680055500
2947,2442,4036,1,675.000000km,1660013400,1660041600,1660015500
2947,4036,2442,1,675.000000km,1660013400,1660041600,1660015500
2948,2596,4037,1,1005.000000km,1650020600,1650068700,1650021000
2948,4037,2596,1,1005.000000km,1650020600,1650068700,1650021000
2949,1793,1801,1,80.000000km,1640005500,1640020300,1640005700
2949,1801,1793,1,80.000000km,1640005500,1640020300,1640005700
2950,2235,2313,1,510.000000km,1670003400,1670010000,1670003500
2950,2313,2235,1,510.000000km,1670003400,1670010000,1670003500
2951,1641,4038,1,134.000000km,1630015600,1630050300,1630015500
2951,4038,1641,1,134.000000km,1630015600,1630050300,1630015500
2952,2513,4039,1,446.000000km,1660007800,1660019300,1660006200
2952,4039,2513,1,446.000000km,1660007800,1660019300,1660006200
2953,2764,4040,1,338.000000km,1650002700,1650006700,1650002800
2953,4040,2764,1,338.000000km,1650002700,1650006700,1650002800
2954,897,908,1,174.000000km,1620002700,1610033600,1610010800
2954,908,897,1,174.000000km,1620002700,1610033600,1610010800
2955,317,4041,1,965.000000km,1690049200,1690133000,1690000600
2955,4041,317,1,965.000000km,1690049200,1690133000,1690000600
2956,1986,4042,1,372.000000km,1650018100,1650058400,1650017000
2956,4042,1986,1,372.000000km,1650018100,1650058400,1650017000
2957,1323,4043,1,167.000000km,1640015700,1640052300,1640015800
2957,4043,1323,1,167.000000km,1640015700,1640052300,1640015800
2958,1708,4044,1,279.000000km,1630005700,1630021900,1630006000
2958,4044,1708,1,279.000000km,1630005700,1630021900,1630006000
2959,2250,2256,1,250.000000km,1650023600,1650076100,1650023700
2959,2256,2250,1,250.000000km,1650023600,1650076100,1650023700
2960,2523,4045,1,263.000000km,1650022400,1650072800,1650022300
2960,4045,2523,1,263.000000km,1650022400,1650072800,1650022300
2961,2093,4046,1,134.000000km,2320010300,2320023000,2320010200
2961,4046,2093,1,134.000000km,2320010300,2320023000,2320010200
2962,1597,4047,1,389.000000km,1680014000,1680043900,1680014200
2962,4047,1597,1,389.000000km,1680014000,1680043900,1680014200
2963,1728,1753,1,157.000000km,1680002500,1680016400,1680002400
2963,1753,1728,1,157.000000km,1680002500,1680016400,1680002400
2964,1569,1665,1,370.000000km,1680003200,1680017700,1680015100
2964,1665,1569,1,370.000000km,1680003200,1680017700,1680015100
2965,2363,2364,1,164.000000km,1660013000,1660040200,1660013600
2965,2364,2363,1,164.000000km,1660013000,1660040200,1660013600
2966,2518,2554,1,129.000000km,1650026200,1650084800,1650014900
2966,2554,2518,1,129.000000km,1650026200,1650084800,1650014900
2967,766,770,1,114.000000km,1610001900,1610003700,1610001800
2967,770,766,1,114.000000km,1610001900,1610003700,1610001800
2968,761,766,1,133.000000km,1610001700,1610003600,1610001800
2968,766,761,1,133.000000km,1610001700,1610003600,1610001800
2969,1895,1932,1,341.000000km,1640007000,1640025700,1640009700
2969,1932,1895,1,341.000000km,1640007000,1640025700,1640009700
2970,1822,1879,1,487.000000km,1630012700,1630043400,1630012900
2970,1879,1822,1,487.000000km,1630012700,1630043400,1630012900
2971,1839,4048,1,348.000000km,1630010000,1630031100,1630008500
2971,4048,1839,1,348.000000km,1630010000,1630031100,1630008500
2972,1871,4049,1,278.000000km,1630004600,1630016900,1630003900
2972,4049,1871,1,278.000000km,1630004600,1630016900,1630003900
2973,717,726,1,100.000000km,1610026300,1610073700,1610010600
2973,726,717,1,100.000000km,1610026300,1610073700,1610010600
2974,1962,2003,1,403.000000km,1650008000,1650032700,1650008700
2974,2003,1962,1,403.000000km,1650008000,1650032700,1650008700
2975,1926,1962,1,302.000000km,1650008000,1650032600,1650008400
2975,1962,1926,1,302.000000km,1650008000,1650032600,1650008400
2976,1205,1245,1,181.000000km,1620004000,1620010600,1620003900
2976,1245,1205,1,181.000000km,1620004000,1620010600,1620003900
2977,973,4050,1,104.000000km,1610035100,1610100800,1620001900
2977,4050,973,1,104.000000km,1610035100,1610100800,1620001900
2978,961,996,1,266.000000km,1610009300,1610028300,1610009000
2978,996,961,1,266.000000km,1610009300,1610028300,1610009000
2979,2262,2387,1,1194.000000km,1670010300,1670030100,1670009800
2979,2387,2262,1,1194.000000km,1670010300,1670030100,1670009800
2980,2309,2310,1,94.000000km,1670000300,1670005600,1670001100
2980,2310,2309,1,94.000000km,1670000300,1670005600,1670001100
2981,2310,2313,1,282.000000km,1670001100,1670007000,1670003500
2981,2313,2310,1,282.000000km,1670001100,1670007000,1670003500
2982,2315,4051,1,214.000000km,1670003900,1670010700,1670003500
2982,4051,2315,1,214.000000km,1670003900,1670010700,1670003500
2983,1044,1107,1,424.000000km,1620000100,1620003400,1620002200
2983,1107,1044,1,424.000000km,1620000100,1620003400,1620002200
2984,1066,4052,1,603.000000km,1680011600,1680037400,1680011500
2984,4052,1066,1,603.000000km,1680011600,1680037400,1680011500
2985,2019,2041,1,404.000000km,1650021200,1650021500,1650004300
2985,2041,2019,1,404.000000km,1650021200,1650021500,1650004300
2986,1948,2050,1,570.000000km,1650009900,1650036900,1650009400
2986,2050,1948,1,570.000000km,1650009900,1650036900,1650009400
2987,2270,2310,1,261.000000km,1670001600,1670002700,1670001100
2987,2310,2270,1,261.000000km,1670001600,1670002700,1670001100
2988,2882,2923,1,2166.000000km,1650053400,1650161500,1650002400
2988,2923,2882,1,2166.000000km,1650053400,1650161500,1650002400
2989,2343,2413,1,460.000000km,1650017100,1650058600,1650017200
2989,2413,2343,1,460.000000km,1650017100,1650058600,1650017200
2990,1289,1301,1,233.000000km,1680033700,1680098700,1680024100
2990,1301,1289,1,233.000000km,1680033700,1680098700,1680024100
2991,2982,2987,1,246.000000km,2240036700,2240109500,2240036000
2991,2987,2982,1,246.000000km,2240036700,2240109500,2240036000
2992,63,66,1,92.000000km,1690035100,1690126400,1690045500
2992,66,63,1,92.000000km,1690035100,1690126400,1690045500
2993,2156,2170,1,218.000000km,1670005400,1670046200,1670016500
2993,2170,2156,1,218.000000km,1670005400,1670046200,1670016500
2994,2167,2170,1,289.000000km,1670003300,1670046100,1670016500
2994,2170,2167,1,289.000000km,1670003300,1670046100,1670016500
2995,2608,4053,1,154.000000km,1650022500,1650072900,1650015000
2995,4053,2608,1,154.000000km,1650022500,1650072900,1650015000
2996,2718,4054,1,652.000000km,1650015300,1650052800,1650022500
2996,4054,2718,1,652.000000km,1650015300,1650052800,1650022500
2997,1390,1393,1,536.000000km,1680006200,1680023000,1680007000
2997,1393,1390,1,536.000000km,1680006200,1680023000,1680007000
2998,1066,1070,1,848.000000km,1680011600,1680037900,1680012900
2998,1070,1066,1,848.000000km,1680011600,1680037900,1680012900
2999,1070,4055,1,848.000000km,1680012900,1680037800,1680011600
2999,4055,1070,1,848.000000km,1680012900,1680037800,1680011600
3000,1393,4056,1,532.000000km,1680007000,1680023100,1680006200
3000,4056,1393,1,532.000000km,1680007000,1680023100,1680006200
3001,373,377,1,397.000000km,1690034700,1690108800,1690009500
3001,377,373,1,397.000000km,1690034700,1690108800,1690009500
3002,1667,1691,1,151.000000km,1680000700,1680177000,1680000500
3002,1691,1667,1,151.000000km,1680000700,1680177000,1680000500
3003,1559,1605,1,266.000000km,1680001000,1680218600,1680000200
3003,1605,1559,1,266.000000km,1680001000,1680218600,1680000200
3004,1667,1737,1,416.000000km,1680000700,1680013000,1680006400
3004,1737,1667,1,416.000000km,1680000700,1680013000,1680006400
3005,1737,4057,1,418.000000km,1680006400,1680013100,1680000700
3005,4057,1737,1,418.000000km,1680006400,1680013100,1680000700
3006,1630,1667,1,195.000000km,1680000700,1680012900,1680005800
3006,1667,1630,1,195.000000km,1680000700,1680012900,1680005800
3007,1848,1850,1,282.000000km,1630006900,1630023300,1630006100
3007,1850,1848,1,282.000000km,1630006900,1630023300,1630006100
3008,1950,1979,1,134.000000km,1630003200,1630014100,1630003100
3008,1979,1950,1,134.000000km,1630003200,1630014100,1630003100
3009,228,243,1,300.000000km,1610049100,1610214800,1610069800
3009,243,228,1,300.000000km,1610049100,1610214800,1610069800
3010,1358,1359,1,44.000000km,1650058300,1650163000,1650056700
3010,1359,1358,1,44.000000km,1650058300,1650163000,1650056700
3011,142,165,1,913.000000km,1610067800,1610169700,1610049000
3011,165,142,1,913.000000km,1610067800,1610169700,1610049000
3012,233,236,1,516.000000km,1610068200,1610169000,1610068300
3012,236,233,1,516.000000km,1610068200,1610169000,1610068300
3013,236,247,1,512.000000km,1610068300,1610168100,1610058300
3013,247,236,1,512.000000km,1610068300,1610168100,1610058300
3014,3075,3076,1,94.000000km,2240044700,2240137800,2240047000
3014,3076,3075,1,94.000000km,2240044700,2240137800,2240047000
3015,817,841,1,464.000000km,1680044900,1680186900,1680062400
3015,841,817,1,464.000000km,1680044900,1680186900,1680062400
3016,656,659,1,222.000000km,1610031800,1610093400,1610033300
3016,659,656,1,222.000000km,1610031800,1610093400,1610033300
3017,2507,2527,1,139.000000km,2240046800,2240137700,2240025200
3017,2527,2507,1,139.000000km,2240046800,2240137700,2240025200
3018,24,25,1,82.000000km,1690048500,1690079600,1690047100
3018,25,24,1,82.000000km,1690048500,1690079600,1690047100
3019,3073,3076,1,97.000000km,2240047000,2240137300,2240044600
3019,3076,3073,1,97.000000km,2240047000,2240137300,2240044600
3020,647,4058,1,324.000000km,2320014700,2320034700,2320018000
3020,4058,647,1,324.000000km,2320014700,2320034700,2320018000
3021,1420,1424,1,280.000000km,1680039000,1680113300,1680050600
3021,1424,1420,1,280.000000km,1680039000,1680113300,1680050600
3022,2745,2766,1,640.000000km,2100027800,2100102300,2100003800
